L,d,r,p,q,samples,mi_0,mi_1,mi_2,mi_3,mi_4,mi_5,mi_6,mi_7,mi_8,mi_9,mi_10
48,6,3,0.0175,6,3802,0.6666666666666666,0.6458333333333334,0.625,0.625,0.625,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.4791666666666667,0.4375
48,6,3,0.0175,6,3803,0.6666666666666666,0.625,0.625,0.6041666666666666,0.6041666666666666,0.5625,0.5,0.5,0.4583333333333333,0.4166666666666667,0.3541666666666667
48,6,3,0.0175,6,3804,0.6666666666666666,0.625,0.6041666666666666,0.6041666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.5208333333333334
48,6,3,0.0175,6,3805,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.625,0.625,0.6041666666666666,0.6041666666666666,0.6041666666666666,0.5833333333333334,0.5416666666666666,0.5208333333333334
48,6,3,0.0175,6,3806,0.6666666666666666,0.6458333333333334,0.625,0.5833333333333334,0.5833333333333334,0.5625,0.5625,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5
48,6,3,0.0175,6,3807,0.6666666666666666,0.625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5208333333333334,0.5,0.4791666666666667,0.4583333333333333
48,6,3,0.0175,6,3808,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.625,0.6041666666666666,0.5833333333333334,0.5625,0.5625,0.5625,0.5625,0.5416666666666666
48,6,3,0.0175,6,3809,0.6666666666666666,0.625,0.6041666666666666,0.5625,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.5,0.4583333333333333
48,6,3,0.0175,6,3810,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.625,0.625,0.5833333333333334,0.5833333333333334,0.5625,0.5208333333333334,0.4583333333333333,0.4375
48,6,3,0.0175,6,3811,0.6666666666666666,0.6041666666666666,0.5833333333333334,0.5625,0.5208333333333334,0.4791666666666667,0.4791666666666667,0.4375,0.4375,0.4375,0.4375
48,6,3,0.0175,6,3812,0.6666666666666666,0.625,0.625,0.625,0.625,0.6041666666666666,0.5833333333333334,0.5625,0.5416666666666666,0.5208333333333334,0.5208333333333334
48,6,3,0.0175,6,3813,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5625,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.4791666666666667,0.4791666666666667
48,6,3,0.0175,6,3814,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.625,0.625,0.6041666666666666,0.5833333333333334,0.5625,0.5625,0.5625,0.5625
48,6,3,0.0175,6,3815,0.6666666666666666,0.625,0.6041666666666666,0.5625,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.5,0.4791666666666667,0.4583333333333333,0.4583333333333333
48,6,3,0.0175,6,3816,0.6666666666666666,0.6458333333333334,0.625,0.625,0.5625,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.4791666666666667,0.4791666666666667,0.4583333333333333
48,6,3,0.0175,6,3817,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.6041666666666666,0.5833333333333334,0.5625,0.5416666666666666,0.5208333333333334,0.5,0.4791666666666667,0.4791666666666667
